Subject	journal	impact_factor	Cas
CLINICAL NEUROLOGY	NEUROGASTROENTEROLOGY AND MOTILITY	3.803 	Q1
CLINICAL NEUROLOGY	NEUROREHABILITATION AND NEURAL REPAIR	3.757 	Q2
CLINICAL NEUROLOGY	JOURNAL OF NEUROTRAUMA	3.754 	Q1
CLINICAL NEUROLOGY	HEADACHE	3.749 	Q2
CLINICAL NEUROLOGY	CLINICAL NEUROPHYSIOLOGY	3.675 	Q2
CLINICAL NEUROLOGY	Journal of Neurodevelopmental Disorders	3.590 	Q4
CLINICAL NEUROLOGY	Therapeutic Advances in Neurological Disorders	3.580 	Q4
CLINICAL NEUROLOGY	Current Treatment Options in Neurology	3.574 	Q4
CLINICAL NEUROLOGY	DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY	3.532 	Q2
CLINICAL NEUROLOGY	Brain Tumor Pathology	3.509 	Q4
CLINICAL NEUROLOGY	PSYCHIATRY AND CLINICAL NEUROSCIENCES	3.489 	Q2
CLINICAL NEUROLOGY	JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY	3.460 	Q2
CLINICAL NEUROLOGY	Journal of Clinical Sleep Medicine	3.456 	Q2
CLINICAL NEUROLOGY	Expert Review of Neurotherapeutics	3.453 	Q2
CLINICAL NEUROLOGY	JOURNAL OF SLEEP RESEARCH	3.432 	Q2
CLINICAL NEUROLOGY	Current Neurology and Neuroscience Reports	3.400 	Q3
CLINICAL NEUROLOGY	JOURNAL OF PAIN AND SYMPTOM MANAGEMENT	3.378 	Q2
CLINICAL NEUROLOGY	SLEEP MEDICINE	3.360 	Q2
CLINICAL NEUROLOGY	AMERICAN JOURNAL OF NEURORADIOLOGY	3.256 	Q2
CLINICAL NEUROLOGY	Current Alzheimer Research	3.211 	Q2
CLINICAL NEUROLOGY	Spine Journal	3.196 	Q2
CLINICAL NEUROLOGY	EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE	3.192 	Q2
CLINICAL NEUROLOGY	EUROPEAN JOURNAL OF PAIN	3.188 	Q2
CLINICAL NEUROLOGY	Journal of Neurogastroenterology and Motility	3.179 	Q3
CLINICAL NEUROLOGY	Behavioral Sleep Medicine	3.171 	Q4
CLINICAL NEUROLOGY	JOURNAL OF NEURO-ONCOLOGY	3.129 	Q2
CLINICAL NEUROLOGY	BRAIN TOPOGRAPHY	3.104 	Q3
CLINICAL NEUROLOGY	JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY	3.098 	Q2
CLINICAL NEUROLOGY	Nature and Science of Sleep	3.054 	Q4
CLINICAL NEUROLOGY	NEUROGENETICS	3.017 	Q4
CLINICAL NEUROLOGY	JOURNAL OF NEUROSURGERY-SPINE	2.998 	Q2
CLINICAL NEUROLOGY	JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY	2.957 	Q4
CLINICAL NEUROLOGY	Pain Physician	2.942 	Q2
CLINICAL NEUROLOGY	SPINE	2.903 	Q2
CLINICAL NEUROLOGY	JOURNAL OF NEURAL TRANSMISSION	2.903 	Q2
CLINICAL NEUROLOGY	CLINICAL JOURNAL OF PAIN	2.893 	Q2
CLINICAL NEUROLOGY	Neurosurgical Focus	2.891 	Q2
CLINICAL NEUROLOGY	Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration	2.883 	Q2
CLINICAL NEUROLOGY	Neurocritical Care	2.857 	Q2
CLINICAL NEUROLOGY	ACTA NEUROLOGICA SCANDINAVICA	2.852 	Q2
CLINICAL NEUROLOGY	NEUROLOGIC CLINICS	2.802 	Q3
CLINICAL NEUROLOGY	Clinical Neuroradiology	2.800 	Q4
CLINICAL NEUROLOGY	Neurodegenerative Diseases	2.798 	Q3
CLINICAL NEUROLOGY	Journal of Clinical Neurology	2.796 	Q4
CLINICAL NEUROLOGY	Current Pain and Headache Reports	2.767 	Q3
CLINICAL NEUROLOGY	SEIZURE-EUROPEAN JOURNAL OF EPILEPSY	2.765 	Q2
CLINICAL NEUROLOGY	JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY	2.747 	Q3
CLINICAL NEUROLOGY	Multiple Sclerosis and Related Disorders	2.725 	Q3
CLINICAL NEUROLOGY	NEUROEPIDEMIOLOGY	2.689 	Q3
CLINICAL NEUROLOGY	CEREBROVASCULAR DISEASES	2.681 	Q2
CLINICAL NEUROLOGY	JOURNAL OF HEAD TRAUMA REHABILITATION	2.667 	Q2
CLINICAL NEUROLOGY	NEUROMODULATION	2.663 	Q3
CLINICAL NEUROLOGY	JOURNAL OF THE NEUROLOGICAL SCIENCES	2.651 	Q2
CLINICAL NEUROLOGY	Frontiers in Neurology	2.635 	Q3
CLINICAL NEUROLOGY	Journal of Neurologic Physical Therapy	2.614 	Q4
CLINICAL NEUROLOGY	NEUROMUSCULAR DISORDERS	2.612 	Q3
CLINICAL NEUROLOGY	CHILD NEUROPSYCHOLOGY	2.577 	Q3
CLINICAL NEUROLOGY	NEUROSURGERY CLINICS OF NORTH AMERICA	2.553 	Q3
CLINICAL NEUROLOGY	NEUROSURGICAL REVIEW	2.532 	Q3
CLINICAL NEUROLOGY	EUROPEAN SPINE JOURNAL	2.513 	Q3
CLINICAL NEUROLOGY	JOURNAL OF NEURO-OPHTHALMOLOGY	2.509 	Q3
CLINICAL NEUROLOGY	NEURORADIOLOGY	2.504 	Q3
CLINICAL NEUROLOGY	EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY	2.496 	Q3
CLINICAL NEUROLOGY	Pain Practice	2.486 	Q3
CLINICAL NEUROLOGY	CLINICAL AUTONOMIC RESEARCH	2.485 	Q3
CLINICAL NEUROLOGY	NEUROLOGICAL SCIENCES	2.484 	Q3
CLINICAL NEUROLOGY	JOURNAL OF NEURORADIOLOGY	2.467 	Q4
CLINICAL NEUROLOGY	JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM	2.441 	Q3
CLINICAL NEUROLOGY	MUSCLE & NERVE	2.393 	Q3
CLINICAL NEUROLOGY	EPILEPSY & BEHAVIOR	2.378 	Q3
CLINICAL NEUROLOGY	ALZHEIMER DISEASE & ASSOCIATED DISORDERS	2.378 	Q3
CLINICAL NEUROLOGY	Sleep and Breathing	2.326 	Q3
CLINICAL NEUROLOGY	PEDIATRIC NEUROLOGY	2.326 	Q3
CLINICAL NEUROLOGY	CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES	2.286 	Q3
CLINICAL NEUROLOGY	PSYCHIATRY RESEARCH-NEUROIMAGING	2.270 	Q3
CLINICAL NEUROLOGY	HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL	2.265 	Q3
CLINICAL NEUROLOGY	DEMENTIA AND GERIATRIC COGNITIVE DISORDERS	2.260 	Q3
CLINICAL NEUROLOGY	Journal of Pain Research	2.236 	Q3
CLINICAL NEUROLOGY	BMC Neurology	2.233 	Q3
CLINICAL NEUROLOGY	Neuropsychiatric Disease and Treatment	2.228 	Q3
CLINICAL NEUROLOGY	EPILEPSY RESEARCH	2.178 	Q3
CLINICAL NEUROLOGY	REVUE NEUROLOGIQUE	2.177 	Q3
CLINICAL NEUROLOGY	Journal of Neurosurgery-Pediatrics	2.170 	Q3
CLINICAL NEUROLOGY	NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY	2.167 	Q4
CLINICAL NEUROLOGY	NEUROPATHOLOGY	2.161 	Q3
CLINICAL NEUROLOGY	JOURNAL OF CHILD NEUROLOGY	2.092 	Q3
CLINICAL NEUROLOGY	JOURNAL OF NEUROIMAGING	2.080 	Q3
CLINICAL NEUROLOGY	OTOLOGY & NEUROTOLOGY	2.063 	Q3
CLINICAL NEUROLOGY	EPILEPTIC DISORDERS	2.052 	Q4
CLINICAL NEUROLOGY	Parkinsons Disease	2.051 	Q4
CLINICAL NEUROLOGY	NEUROLOGIA	2.038 	Q4
CLINICAL NEUROLOGY	CLINICAL NEUROPSYCHOLOGIST	2.006 	Q3
CLINICAL NEUROLOGY	JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY	1.994 	Q3
CLINICAL NEUROLOGY	NEUROLOGICAL RESEARCH	1.983 	Q3
CLINICAL NEUROLOGY	JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES	1.971 	Q3
CLINICAL NEUROLOGY	BEHAVIOURAL NEUROLOGY	1.908 	Q3
CLINICAL NEUROLOGY	SPINAL CORD	1.898 	Q3
CLINICAL NEUROLOGY	Journal of Neurosurgical Sciences	1.883 	Q4
CLINICAL NEUROLOGY	JOURNAL OF NERVOUS AND MENTAL DISEASE	1.859 	Q3
CLINICAL NEUROLOGY	ACTA NEUROCHIRURGICA	1.834 	Q3
CLINICAL NEUROLOGY	CLINICAL EEG AND NEUROSCIENCE	1.822 	Q4
CLINICAL NEUROLOGY	CURRENT NEUROVASCULAR RESEARCH	1.811 	Q4
CLINICAL NEUROLOGY	BRAIN & DEVELOPMENT	1.756 	Q3
CLINICAL NEUROLOGY	Clinical Spine Surgery	1.726 	Q4
CLINICAL NEUROLOGY	World Neurosurgery	1.723 	Q4
CLINICAL NEUROLOGY	JOURNAL OF SPINAL CORD MEDICINE	1.711 	Q4
CLINICAL NEUROLOGY	Pain Research & Management	1.701 	Q4
CLINICAL NEUROLOGY	JOURNAL OF CLINICAL NEUROPHYSIOLOGY	1.673 	Q4
CLINICAL NEUROLOGY	CLINICAL NEUROLOGY AND NEUROSURGERY	1.672 	Q4
CLINICAL NEUROLOGY	APHASIOLOGY	1.669 	Q4
CLINICAL NEUROLOGY	NEUROPEDIATRICS	1.654 	Q4
CLINICAL NEUROLOGY	NEUROLOGIA MEDICO-CHIRURGICA	1.651 	Q4
CLINICAL NEUROLOGY	ACTA NEUROLOGICA BELGICA	1.612 	Q4
CLINICAL NEUROLOGY	JOURNAL OF CLINICAL NEUROSCIENCE	1.593 	Q4
CLINICAL NEUROLOGY	Korean Journal of Pain	1.563 	Q4
CLINICAL NEUROLOGY	Applied Neuropsychology-Adult	1.548 	Q4
CLINICAL NEUROLOGY	Applied Neuropsychology-Child	1.528 	Q4
CLINICAL NEUROLOGY	Seminars in Pediatric Neurology	1.506 	Q4
CLINICAL NEUROLOGY	BRITISH JOURNAL OF NEUROSURGERY	1.481 	Q4
CLINICAL NEUROLOGY	SEMINARS IN NEUROLOGY	1.473 	Q4
CLINICAL NEUROLOGY	Operative Neurosurgery	1.470 	Q4
CLINICAL NEUROLOGY	American Journal of Alzheimers Disease and Other Dementias	1.464 	Q4
CLINICAL NEUROLOGY	INTERVENTIONAL NEURORADIOLOGY	1.450 	Q4
CLINICAL NEUROLOGY	Cognitive and Behavioral Neurology	1.396 	Q4
CLINICAL NEUROLOGY	CHILDS NERVOUS SYSTEM	1.327 	Q4
CLINICAL NEUROLOGY	CLINICAL NEUROPHARMACOLOGY	1.272 	Q4
CLINICAL NEUROLOGY	SCHMERZ	1.267 	Q4
CLINICAL NEUROLOGY	Developmental Neurorehabilitation	1.239 	Q4
CLINICAL NEUROLOGY	EUROPEAN NEUROLOGY	1.235 	Q4
CLINICAL NEUROLOGY	Journal of Neurological Surgery Part B-Skull Base	1.216 	Q4
CLINICAL NEUROLOGY	NEUROREHABILITATION	1.197 	Q4
CLINICAL NEUROLOGY	Journal of Korean Neurosurgical Society	1.187 	Q4
CLINICAL NEUROLOGY	NEUROCASE	1.108 	Q4
CLINICAL NEUROLOGY	JOURNAL OF NEUROSCIENCE NURSING	1.096 	Q4
CLINICAL NEUROLOGY	Journal of Neurological Surgery Part A-Central European Neurosurgery	1.060 	Q4
CLINICAL NEUROLOGY	Neurologia i Neurochirurgia Polska	1.006 	Q4
CLINICAL NEUROLOGY	Brain Impairment	0.958 	Q4
CLINICAL NEUROLOGY	NEUROCHIRURGIE	0.948 	Q4
CLINICAL NEUROLOGY	CLINICAL NEUROPATHOLOGY	0.947 	Q4
CLINICAL NEUROLOGY	Annals of Indian Academy of Neurology	0.898 	Q4
CLINICAL NEUROLOGY	Turkish Neurosurgery	0.896 	Q4
CLINICAL NEUROLOGY	Neurosciences	0.892 	Q4
CLINICAL NEUROLOGY	Noropsikiyatri Arsivi-Archives of Neuropsychiatry	0.856 	Q4
CLINICAL NEUROLOGY	NERVENARZT	0.829 	Q4
CLINICAL NEUROLOGY	NEUROLOGIST	0.802 	Q4
CLINICAL NEUROLOGY	PEDIATRIC NEUROSURGERY	0.783 	Q4
CLINICAL NEUROLOGY	Sleep and Biological Rhythms	0.752 	Q4
CLINICAL NEUROLOGY	FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE	0.635 	Q4
CLINICAL NEUROLOGY	REVISTA DE NEUROLOGIA	0.485 	Q4
CLINICAL NEUROLOGY	KLINISCHE NEUROPHYSIOLOGIE	0.325 	Q4
CLINICAL NEUROLOGY	Zeitschrift fur Neuropsychologie	0.233 	Q4
CLINICAL NEUROLOGY	Neurology Asia	0.218 	Q4
CLINICAL NEUROLOGY	Ideggyogyaszati Szemle-Clinical Neuroscience	0.113 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE	17.730 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IEEE Transactions on Neural Networks and Learning Systems	11.683 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Information Fusion	10.716 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IEEE Transactions on Cybernetics	10.387 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	MEDICAL IMAGE ANALYSIS	8.880 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IEEE TRANSACTIONS ON FUZZY SYSTEMS	8.759 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION	8.508 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS	7.229 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IEEE TRANSACTIONS ON IMAGE PROCESSING	6.790 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	International Journal of Neural Systems	6.400 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Swarm and Evolutionary Computation	6.330 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IEEE Transactions on Affective Computing	6.288 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	INTERNATIONAL JOURNAL OF COMPUTER VISION	6.071 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	PATTERN RECOGNITION	5.898 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IEEE Computational Intelligence Magazine	5.857 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	NEURAL NETWORKS	5.785 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	KNOWLEDGE-BASED SYSTEMS	5.101 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	ARTIFICIAL INTELLIGENCE REVIEW	5.095 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	INTEGRATED COMPUTER-AIDED ENGINEERING	4.904 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	APPLIED SOFT COMPUTING	4.873 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	NEURAL COMPUTING & APPLICATIONS	4.664 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	ARTIFICIAL INTELLIGENCE	4.483 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IEEE INTELLIGENT SYSTEMS	4.464 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	EXPERT SYSTEMS WITH APPLICATIONS	4.292 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Cognitive Computation	4.287 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Fuzzy Optimization and Decision Making	4.128 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	JOURNAL OF MACHINE LEARNING RESEARCH	4.091 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	NEUROCOMPUTING	4.072 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING	3.857 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	DECISION SUPPORT SYSTEMS	3.847 	Q1
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	International Journal of Machine Learning and Cybernetics	3.844 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	ADVANCED ENGINEERING INFORMATICS	3.772 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	AUTONOMOUS ROBOTS	3.634 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	ARTIFICIAL INTELLIGENCE IN MEDICINE	3.574 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	JOURNAL OF INTELLIGENT MANUFACTURING	3.535 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE	3.526 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Semantic Web	3.524 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	EVOLUTIONARY COMPUTATION	3.469 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	International Journal of Bio-Inspired Computation	3.395 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IEEE Transactions on Human-Machine Systems	3.332 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	International Journal of Fuzzy Systems	3.085 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Frontiers in Neurorobotics	3.000 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	MECHATRONICS	2.978 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Big Data Research	2.952 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	ROBOTICS AND AUTONOMOUS SYSTEMS	2.928 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	APPLIED INTELLIGENCE	2.882 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	DATA MINING AND KNOWLEDGE DISCOVERY	2.879 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING	2.862 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	ACM Transactions on Intelligent Systems and Technology	2.861 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	PATTERN RECOGNITION LETTERS	2.810 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	MACHINE LEARNING	2.809 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS	2.786 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	SOFT COMPUTING	2.784 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IEEE Transactions on Cognitive and Developmental Systems	2.755 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IMAGE AND VISION COMPUTING	2.747 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Memetic Computing	2.674 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	ACM Transactions on Autonomous and Adaptive Systems	2.660 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	COMPUTER VISION AND IMAGE UNDERSTANDING	2.645 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	NEURAL PROCESSING LETTERS	2.591 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Journal of Real-Time Image Processing	2.588 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery	2.541 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	SIAM Journal on Imaging Sciences	2.514 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Journal of Web Semantics	2.429 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	KNOWLEDGE AND INFORMATION SYSTEMS	2.397 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Egyptian Informatics Journal	2.306 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	NEURAL COMPUTATION	2.261 	Q2
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Swarm Intelligence	2.208 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	International Journal of Computational Intelligence Systems	2.153 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	COMPUTATIONAL LINGUISTICS	2.130 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE	2.111 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IET Biometrics	2.092 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS	2.020 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Journal on Multimodal User Interfaces	2.020 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IET Image Processing	2.004 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	INTERNATIONAL JOURNAL OF APPROXIMATE REASONING	1.982 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Journal of Ambient Intelligence and Humanized Computing	1.910 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	COMPUTER SPEECH AND LANGUAGE	1.857 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	JOURNAL OF CHEMOMETRICS	1.847 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	International Journal on Semantic Web and Information Systems	1.833 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH	1.820 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	MACHINE VISION AND APPLICATIONS	1.788 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IET Computer Vision	1.648 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS	1.637 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	ARTIFICIAL LIFE	1.608 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	JOURNAL OF MATHEMATICAL IMAGING AND VISION	1.603 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Biologically Inspired Cognitive Architectures	1.597 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	JOURNAL OF INTELLIGENT INFORMATION SYSTEMS	1.589 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	DATA & KNOWLEDGE ENGINEERING	1.583 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	EXPERT SYSTEMS	1.505 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	International Journal of Applied Mathematics and Computer Science	1.504 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS	1.419 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	PATTERN ANALYSIS AND APPLICATIONS	1.410 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	MINDS AND MACHINES	1.400 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	JOURNAL OF HEURISTICS	1.392 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Cognitive Systems Research	1.384 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	ADAPTIVE BEHAVIOR	1.362 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Genetic Programming and Evolvable Machines	1.333 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Natural Computing	1.330 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	AI MAGAZINE	1.316 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS	1.286 	Q3
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Journal of Ambient Intelligence and Smart Environments	1.186 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	JOURNAL OF AUTOMATED REASONING	1.172 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Natural Language Engineering	1.130 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE	1.110 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	CONSTRAINTS	1.106 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	IEEE Transactions on Computational Intelligence and AI in Games	1.056 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE	1.011 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	NETWORK-COMPUTATION IN NEURAL SYSTEMS	1.000 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	APPLIED ARTIFICIAL INTELLIGENCE	0.988 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	Neural Network World	0.957 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING	0.894 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	International Journal on Artificial Intelligence Tools	0.849 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	International Journal on Document Analysis and Recognition	0.846 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	KNOWLEDGE ENGINEERING REVIEW	0.814 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	INTELLIGENT AUTOMATION AND SOFT COMPUTING	0.790 	Q4
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	ACM Transactions on Asian and Low-Resource Language Information Processing	0.788 	Q4
